tig00000001_pilon	NC_017960.1	99.628	25508	94	1	1531999	1557506	1258979	1284485	0.0	46577
tig00000001_pilon	NC_017960.1	99.325	25170	161	9	2266541	2291708	1967500	1992662	0.0	45530
tig00000001_pilon	NC_017960.1	99.392	23835	139	5	475225	499054	143696	119863	0.0	43207
tig00000001_pilon	NC_017960.1	99.718	23014	58	5	2616272	2639282	848740	825731	0.0	42132
tig00000001_pilon	NC_017960.1	99.418	22866	132	1	388342	411206	234834	211969	0.0	41487
tig00000001_pilon	NC_017960.1	99.740	20805	44	10	275302	296102	413854	393056	0.0	38112
tig00000001_pilon	NC_017960.1	99.350	19391	121	5	508575	527962	108932	89544	0.0	35105
tig00000001_pilon	NC_017960.1	99.776	18747	28	14	1	18740	700465	681726	0.0	34374
tig00000001_pilon	NC_017960.1	99.696	18424	49	7	2291534	2309953	1992606	2011026	0.0	33706
tig00000001_pilon	NC_017960.1	99.512	15984	61	6	458025	473994	161308	145328	0.0	29069
tig00000001_pilon	NC_017960.1	99.987	15545	2	0	1230535	1246079	960487	976031	0.0	28696
tig00000001_pilon	NC_017960.1	97.919	15953	299	11	2215436	2231385	1915695	1931617	0.0	27590
tig00000001_pilon	NC_017960.1	98.857	15141	169	4	297163	312300	393062	377923	0.0	26999
tig00000001_pilon	NC_017960.1	99.703	13816	32	9	1558569	1572380	1284480	1298290	0.0	25278
tig00000001_pilon	NC_017960.1	99.025	13848	132	3	342339	356185	279531	265686	0.0	24821
tig00000001_pilon	NC_017960.1	99.977	13088	2	1	1335330	1348416	1065269	1078356	0.0	24151
tig00000001_pilon	NC_017960.1	98.079	13115	207	33	311974	325071	378126	365040	0.0	22781
tig00000001_pilon	NC_017960.1	99.604	12108	46	2	2602654	2614760	860836	848730	0.0	22092
tig00000001_pilon	NC_017960.1	99.963	10788	1	2	2013298	2024085	1700391	1711175	0.0	19896
tig00000001_pilon	NC_017960.1	98.937	10250	109	0	2231378	2241627	1933132	1943381	0.0	18325
tig00000001_pilon	NC_017960.1	99.840	9367	12	3	1521119	1530484	1249622	1258986	0.0	17211
tig00000001_pilon	NC_017960.1	99.731	9308	24	1	529581	538888	89545	80239	0.0	17049
tig00000001_pilon	NC_017960.1	99.698	9275	20	8	1573444	1582710	1298287	1307561	0.0	16966
tig00000001_pilon	NC_017960.1	98.222	9170	153	9	2242779	2251943	1944527	1953691	0.0	16022
tig00000001_pilon	NC_017960.1	99.553	7379	26	4	450572	457949	168634	161262	0.0	13437
tig00000001_pilon	NC_017960.1	99.943	7067	3	1	874596	881661	2516941	2509875	0.0	13027
tig00000001_pilon	NC_017960.1	99.461	6310	32	2	2253562	2259870	1953690	1959998	0.0	11463
tig00000001_pilon	NC_017960.1	99.947	5626	3	0	1724912	1730537	1450845	1456470	0.0	10373
tig00000001_pilon	NC_017960.1	99.706	5450	12	4	644599	650047	462738	468184	0.0	9973
tig00000001_pilon	NC_017960.1	99.652	5457	12	6	2447941	2453395	2674853	2680304	0.0	9965
tig00000001_pilon	NC_017960.1	99.597	5462	17	5	2447950	2453409	468184	462726	0.0	9960
tig00000001_pilon	NC_017960.1	99.670	5449	12	6	219155	224602	2674862	2680305	0.0	9958
tig00000001_pilon	NC_017960.1	99.561	5463	20	4	971081	976541	462768	468228	0.0	9952
tig00000001_pilon	NC_017960.1	99.561	5463	21	3	219111	224572	2417457	2422917	0.0	9952
tig00000001_pilon	NC_017960.1	99.543	5465	17	8	2447950	2453411	2417501	2422960	0.0	9947
tig00000001_pilon	NC_017960.1	99.524	5459	21	5	644600	650056	2151531	2146076	0.0	9932
tig00000001_pilon	NC_017960.1	99.433	5463	26	5	219155	224614	2146085	2151545	0.0	9912
tig00000001_pilon	NC_017960.1	99.668	5419	15	3	644630	650047	2422917	2417501	0.0	9904
tig00000001_pilon	NC_017960.1	99.631	5419	17	3	971081	976497	2151502	2146085	0.0	9893
tig00000001_pilon	NC_017960.1	99.631	5418	14	5	971081	976497	2680274	2674862	0.0	9889
tig00000001_pilon	NC_017960.1	94.014	6498	383	4	749066	755562	1788722	1795214	0.0	9840
tig00000001_pilon	NC_017960.1	99.811	5278	9	1	1262133	1267410	2516406	2511130	0.0	9690
tig00000001_pilon	NC_017960.1	99.792	5278	10	1	875131	880407	990562	995839	0.0	9684
tig00000001_pilon	NC_017960.1	99.710	5166	15	0	2259861	2265026	1962342	1967507	0.0	9457
tig00000001_pilon	NC_017960.1	94.486	5803	318	2	1176995	1182795	910950	916752	0.0	8942
tig00000001_pilon	NC_017960.1	100.000	4364	0	0	1730533	1734896	1457531	1461894	0.0	8059
tig00000001_pilon	NC_017960.1	99.490	4315	22	0	384032	388346	239241	234927	0.0	7847
tig00000001_pilon	NC_017960.1	99.904	4184	0	4	2148974	2153156	1832936	1828756	0.0	7701
tig00000001_pilon	NC_017960.1	99.561	4102	6	3	646652	650753	2514534	2510445	0.0	7465
tig00000001_pilon	NC_017960.1	99.537	4102	7	3	877003	881092	2678257	2674156	0.0	7459
tig00000001_pilon	NC_017960.1	88.408	5547	629	11	759461	765001	1795488	1801026	0.0	6669
tig00000001_pilon	NC_017960.1	99.799	3480	7	0	2447866	2451345	995914	992435	0.0	6388
tig00000001_pilon	NC_017960.1	99.741	3481	8	1	1264006	1267485	2149481	2146001	0.0	6377
tig00000001_pilon	NC_017960.1	99.794	3405	7	0	2447941	2451345	2511130	2514534	0.0	6250
tig00000001_pilon	NC_017960.1	99.882	3396	4	0	973102	976497	2514534	2511139	0.0	6250
tig00000001_pilon	NC_017960.1	99.853	3396	5	0	877003	880398	2420896	2417501	0.0	6244
tig00000001_pilon	NC_017960.1	99.736	3405	9	0	646652	650056	992435	995839	0.0	6239
tig00000001_pilon	NC_017960.1	99.823	3396	6	0	973102	976497	992435	995830	0.0	6239
tig00000001_pilon	NC_017960.1	99.823	3396	6	0	1264006	1267401	2420896	2417501	0.0	6239
tig00000001_pilon	NC_017960.1	99.823	3396	6	0	219155	222550	2511139	2514534	0.0	6239
tig00000001_pilon	NC_017960.1	99.736	3405	9	0	1264006	1267410	2678257	2674853	0.0	6239
tig00000001_pilon	NC_017960.1	99.706	3406	9	1	877003	880407	2149481	2146076	0.0	6233
tig00000001_pilon	NC_017960.1	99.764	3396	8	0	219155	222550	995830	992435	0.0	6228
tig00000001_pilon	NC_017960.1	99.764	3396	7	1	877003	880398	464790	468184	0.0	6226
tig00000001_pilon	NC_017960.1	99.735	3396	8	1	1264006	1267401	464790	468184	0.0	6220
tig00000001_pilon	NC_017960.1	94.597	4016	210	6	2004102	2008113	831390	827378	0.0	6207
tig00000001_pilon	NC_017960.1	99.005	3418	32	2	325130	328545	357639	354222	0.0	6122
tig00000001_pilon	NC_017960.1	99.045	3352	30	2	336416	339766	300142	296792	0.0	6011
tig00000001_pilon	NC_017960.1	99.439	3028	17	0	412271	415298	205253	202226	0.0	5498
tig00000001_pilon	NC_017960.1	99.580	2859	12	0	500121	502979	114073	111215	0.0	5214
tig00000001_pilon	NC_017960.1	99.113	2594	19	1	330412	333005	354100	351511	0.0	4660
tig00000001_pilon	NC_017960.1	99.916	2379	2	0	1722541	1724919	1447407	1449785	0.0	4383
tig00000001_pilon	NC_017960.1	99.832	2381	4	0	1106757	1109137	832887	835267	0.0	4375
tig00000001_pilon	NC_017960.1	100.000	2347	0	0	1182794	1185140	1887350	1885004	0.0	4335
tig00000001_pilon	NC_017960.1	99.957	2348	0	1	1182794	1185141	1756892	1754546	0.0	4329
tig00000001_pilon	NC_017960.1	99.915	2349	0	2	1182795	1185143	902817	905163	0.0	4325
tig00000001_pilon	NC_017960.1	99.788	2354	4	1	2072052	2074404	1885001	1887354	0.0	4318
tig00000001_pilon	NC_017960.1	99.829	2345	3	1	2072056	2074400	905160	902817	0.0	4307
tig00000001_pilon	NC_017960.1	99.618	2353	9	0	1182794	1185146	1962342	1959990	0.0	4296
tig00000001_pilon	NC_017960.1	99.489	2348	12	0	2072054	2074401	1959995	1962342	0.0	4270
tig00000001_pilon	NC_017960.1	99.905	2107	2	0	882041	884147	2510151	2508045	0.0	3880
tig00000001_pilon	NC_017960.1	99.513	2054	8	2	2451351	2453402	2514637	2516690	0.0	3736
tig00000001_pilon	NC_017960.1	98.525	2102	25	6	644550	646646	2516737	2514637	0.0	3705
tig00000001_pilon	NC_017960.1	99.172	2054	15	2	874847	876900	2151538	2149487	0.0	3698
tig00000001_pilon	NC_017960.1	98.382	2101	25	8	874800	876900	2680354	2678263	0.0	3683
tig00000001_pilon	NC_017960.1	99.554	2017	8	1	874884	876900	2422917	2420902	0.0	3674
tig00000001_pilon	NC_017960.1	99.554	2017	8	1	971081	973096	2516653	2514637	0.0	3674
tig00000001_pilon	NC_017960.1	98.649	2072	24	4	874831	876900	462715	464784	0.0	3668
tig00000001_pilon	NC_017960.1	98.647	2069	24	4	222556	224622	2514637	2516703	0.0	3663
tig00000001_pilon	NC_017960.1	90.248	2707	262	2	746288	748993	1783114	1785819	0.0	3535
tig00000001_pilon	NC_017960.1	96.310	2141	76	3	1976901	1979040	1831519	1833657	0.0	3513
tig00000001_pilon	NC_017960.1	100.000	1798	0	0	2145877	2147674	1021846	1020049	0.0	3321
tig00000001_pilon	NC_017960.1	100.000	1794	0	0	2484460	2486253	1021846	1020053	0.0	3314
tig00000001_pilon	NC_017960.1	99.889	1798	2	0	2484457	2486254	1500148	1501945	0.0	3310
tig00000001_pilon	NC_017960.1	99.944	1794	1	0	1774675	1776468	1021846	1020053	0.0	3308
tig00000001_pilon	NC_017960.1	99.889	1794	2	0	1291625	1293418	1501944	1500151	0.0	3302
tig00000001_pilon	NC_017960.1	99.889	1794	2	0	2145877	2147670	1500151	1501944	0.0	3302
tig00000001_pilon	NC_017960.1	99.778	1801	0	3	1291621	1293418	1827455	1825656	0.0	3301
tig00000001_pilon	NC_017960.1	99.777	1797	0	3	2484460	2486253	1825656	1827451	0.0	3293
tig00000001_pilon	NC_017960.1	99.722	1797	1	3	1774675	1776468	1825656	1827451	0.0	3288
tig00000001_pilon	NC_017960.1	99.944	1771	1	0	644876	646646	990562	992332	0.0	3265
tig00000001_pilon	NC_017960.1	99.831	1771	1	2	2451351	2453119	992332	990562	0.0	3253
tig00000001_pilon	NC_017960.1	99.831	1771	0	3	1262133	1263903	2680030	2678263	0.0	3251
tig00000001_pilon	NC_017960.1	99.774	1772	2	2	1262133	1263903	463014	464784	0.0	3249
tig00000001_pilon	NC_017960.1	99.774	1771	3	1	971327	973096	990562	992332	0.0	3247
tig00000001_pilon	NC_017960.1	99.774	1771	3	1	1262133	1263903	2422671	2420902	0.0	3247
tig00000001_pilon	NC_017960.1	99.718	1772	3	2	222556	224326	992332	990562	0.0	3243
tig00000001_pilon	NC_017960.1	99.435	1771	8	2	1262133	1263903	2151255	2149487	0.0	3214
tig00000001_pilon	NC_017960.1	99.138	1740	14	1	504006	505744	111223	109484	0.0	3129
tig00000001_pilon	NC_017960.1	94.859	1984	74	26	271652	273623	415817	413850	0.0	3073
tig00000001_pilon	NC_017960.1	100.000	1540	0	0	1972191	1973730	604853	606392	0.0	2844
tig00000001_pilon	NC_017960.1	100.000	1540	0	0	94194	95733	1697682	1696143	0.0	2844
tig00000001_pilon	NC_017960.1	99.612	1546	6	0	2024081	2025626	1697685	1696140	0.0	2822
tig00000001_pilon	NC_017960.1	99.740	1538	4	0	2024085	2025622	606391	604854	0.0	2819
tig00000001_pilon	NC_017960.1	99.740	1538	4	0	1174208	1175745	606391	604854	0.0	2819
tig00000001_pilon	NC_017960.1	99.676	1541	5	0	1174208	1175748	1697681	1696141	0.0	2819
tig00000001_pilon	NC_017960.1	99.869	1531	2	0	1246074	1247604	1933137	1931607	0.0	2817
tig00000001_pilon	NC_017960.1	99.804	1532	1	2	1582702	1584232	1931608	1933138	0.0	2811
tig00000001_pilon	NC_017960.1	99.738	1528	4	0	884141	885668	1824608	1823081	0.0	2800
tig00000001_pilon	NC_017960.1	99.738	1529	2	2	1800642	1802169	1846333	1847860	0.0	2800
tig00000001_pilon	NC_017960.1	99.803	1525	1	1	2265024	2266546	1846336	1847860	0.0	2798
tig00000001_pilon	NC_017960.1	99.608	1532	4	2	2166552	2168082	1823080	1824610	0.0	2795
tig00000001_pilon	NC_017960.1	99.608	1532	4	2	2143301	2144831	1846332	1847862	0.0	2795
tig00000001_pilon	NC_017960.1	99.868	1518	2	0	1241913	1243430	294802	293285	0.0	2793
tig00000001_pilon	NC_017960.1	99.608	1531	4	2	1800641	1802171	1823081	1824609	0.0	2793
tig00000001_pilon	NC_017960.1	99.673	1528	3	2	2265022	2266548	1823082	1824608	0.0	2793
tig00000001_pilon	NC_017960.1	99.934	1515	1	0	1246079	1247593	1847853	1846339	0.0	2793
tig00000001_pilon	NC_017960.1	99.934	1515	1	0	2166559	2168073	1931618	1933132	0.0	2793
tig00000001_pilon	NC_017960.1	99.803	1521	2	1	884148	885668	1847852	1846333	0.0	2791
tig00000001_pilon	NC_017960.1	99.934	1514	1	0	1582711	1584224	1846339	1847852	0.0	2791
tig00000001_pilon	NC_017960.1	99.934	1514	1	0	1800649	1802162	1931618	1933131	0.0	2791
tig00000001_pilon	NC_017960.1	99.934	1514	1	0	884148	885661	1933131	1931618	0.0	2791
tig00000001_pilon	NC_017960.1	99.934	1514	1	0	2265027	2266540	1931618	1933131	0.0	2791
tig00000001_pilon	NC_017960.1	99.868	1516	2	0	1246080	1247595	1824601	1823086	0.0	2789
tig00000001_pilon	NC_017960.1	99.868	1515	2	0	1582710	1584224	1823087	1824601	0.0	2787
tig00000001_pilon	NC_017960.1	99.868	1515	2	0	2143308	2144822	1931617	1933131	0.0	2787
tig00000001_pilon	NC_017960.1	99.802	1518	0	2	1032881	1034397	293285	294800	0.0	2784
tig00000001_pilon	NC_017960.1	100.000	1506	0	0	2136804	2138309	2361112	2359607	0.0	2782
tig00000001_pilon	NC_017960.1	99.737	1519	0	2	1032881	1034397	973382	971866	0.0	2780
tig00000001_pilon	NC_017960.1	99.737	1519	0	2	1241914	1243430	2359604	2361120	0.0	2780
tig00000001_pilon	NC_017960.1	100.000	1504	0	0	2136804	2138307	293291	294794	0.0	2778
tig00000001_pilon	NC_017960.1	100.000	1503	0	0	2136804	2138306	973376	971874	0.0	2776
tig00000001_pilon	NC_017960.1	100.000	1503	0	0	1032889	1034391	1063766	1065268	0.0	2776
tig00000001_pilon	NC_017960.1	100.000	1503	0	0	1241922	1243424	1065268	1063766	0.0	2776
tig00000001_pilon	NC_017960.1	100.000	1503	0	0	2136804	2138306	1063766	1065268	0.0	2776
tig00000001_pilon	NC_017960.1	99.934	1507	0	1	1032889	1034394	1816582	1818088	0.0	2776
tig00000001_pilon	NC_017960.1	99.934	1504	0	1	1241922	1243424	1818085	1816582	0.0	2771
tig00000001_pilon	NC_017960.1	99.797	1481	3	0	2600425	2601905	1821043	1822523	0.0	2719
tig00000001_pilon	NC_017960.1	99.797	1481	3	0	2141264	2142744	2296769	2298249	0.0	2719
tig00000001_pilon	NC_017960.1	100.000	1466	0	0	2141265	2142730	1781648	1783113	0.0	2708
tig00000001_pilon	NC_017960.1	100.000	1466	0	0	2600426	2601891	1781648	1783113	0.0	2708
tig00000001_pilon	NC_017960.1	100.000	1466	0	0	2099158	2100623	1821044	1822509	0.0	2708
tig00000001_pilon	NC_017960.1	100.000	1466	0	0	2099158	2100623	2296770	2298235	0.0	2708
tig00000001_pilon	NC_017960.1	96.958	1578	45	3	363338	364914	289656	288081	0.0	2645
tig00000001_pilon	NC_017960.1	99.721	1434	2	2	2311074	2312506	168608	170040	0.0	2625
tig00000001_pilon	NC_017960.1	99.930	1423	0	1	2311079	2312500	345765	347187	0.0	2621
tig00000001_pilon	NC_017960.1	100.000	1418	0	0	2151739	2153156	347186	345769	0.0	2619
tig00000001_pilon	NC_017960.1	99.930	1420	1	0	2148970	2150389	345765	347184	0.0	2617
tig00000001_pilon	NC_017960.1	99.720	1431	0	4	2311071	2312499	1828743	1830171	0.0	2617
tig00000001_pilon	NC_017960.1	100.000	1416	0	0	449176	450591	345769	347184	0.0	2615
tig00000001_pilon	NC_017960.1	99.650	1430	4	1	449168	450596	168607	170036	0.0	2612
tig00000001_pilon	NC_017960.1	99.929	1416	1	0	1976904	1978319	347184	345769	0.0	2610
tig00000001_pilon	NC_017960.1	99.789	1424	0	3	449168	450591	1832942	1831522	0.0	2610
tig00000001_pilon	NC_017960.1	99.929	1416	0	1	2311082	2312497	1832936	1831522	0.0	2608
tig00000001_pilon	NC_017960.1	99.789	1421	1	2	2151738	2153156	170035	168615	0.0	2606
tig00000001_pilon	NC_017960.1	99.580	1430	3	3	2148962	2150389	168603	170031	0.0	2604
tig00000001_pilon	NC_017960.1	99.511	1432	4	3	449176	450607	1828756	1830184	0.0	2603
tig00000001_pilon	NC_017960.1	99.580	1427	4	2	1976904	1978330	1830169	1828745	0.0	2601
tig00000001_pilon	NC_017960.1	99.788	1417	2	1	1976904	1978319	170031	168615	0.0	2599
tig00000001_pilon	NC_017960.1	99.927	1366	1	0	2446265	2447630	1878144	1879509	0.0	2518
tig00000001_pilon	NC_017960.1	99.854	1368	2	0	374872	376239	1878144	1879511	0.0	2516
tig00000001_pilon	NC_017960.1	99.854	1366	1	1	374872	376237	2144401	2145765	0.0	2510
tig00000001_pilon	NC_017960.1	95.268	1585	71	4	1101141	1102722	828192	829775	0.0	2508
tig00000001_pilon	NC_017960.1	99.634	1367	3	2	2446265	2447630	258553	257188	0.0	2495
tig00000001_pilon	NC_017960.1	99.561	1367	4	2	374872	376237	258553	257188	0.0	2490
tig00000001_pilon	NC_017960.1	99.561	1366	2	4	1429245	1430609	143689	145051	0.0	2486
tig00000001_pilon	NC_017960.1	100.000	1340	0	0	2043259	2044598	117732	116393	0.0	2475
tig00000001_pilon	NC_017960.1	100.000	1340	0	0	2043259	2044598	145036	143697	0.0	2475
tig00000001_pilon	NC_017960.1	100.000	1340	0	0	1429252	1430591	1447219	1445880	0.0	2475
tig00000001_pilon	NC_017960.1	100.000	1340	0	0	1974212	1975551	1731275	1729936	0.0	2475
tig00000001_pilon	NC_017960.1	100.000	1339	0	0	1429254	1430592	116393	117731	0.0	2473
tig00000001_pilon	NC_017960.1	99.925	1342	1	0	2043260	2044601	1159039	1157698	0.0	2473
tig00000001_pilon	NC_017960.1	100.000	1339	0	0	1784072	1785410	1447217	1445879	0.0	2473
tig00000001_pilon	NC_017960.1	100.000	1339	0	0	1429254	1430592	1728612	1727274	0.0	2473
tig00000001_pilon	NC_017960.1	100.000	1339	0	0	2052289	2053627	1731274	1729936	0.0	2473
tig00000001_pilon	NC_017960.1	100.000	1339	0	0	2150399	2151737	1729937	1731275	0.0	2473
tig00000001_pilon	NC_017960.1	99.631	1356	2	2	541786	543138	1830169	1831524	0.0	2473
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	1784072	1785409	116393	117730	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	1784072	1785409	143697	145034	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	1784072	1785409	1157701	1159038	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	2043261	2044598	1445880	1447217	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	2043261	2044598	1510885	1509548	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	1429254	1430591	1509548	1510885	0.0	2471
tig00000001_pilon	NC_017960.1	100.000	1338	0	0	1784072	1785409	1728612	1727275	0.0	2471
tig00000001_pilon	NC_017960.1	99.485	1360	3	4	1784059	1785416	304575	303218	0.0	2470
tig00000001_pilon	NC_017960.1	99.925	1341	0	1	2043259	2044598	303221	304561	0.0	2470
tig00000001_pilon	NC_017960.1	99.925	1341	0	1	2043258	2044598	1698162	1699501	0.0	2470
tig00000001_pilon	NC_017960.1	99.851	1342	2	0	1974211	1975552	117732	116391	0.0	2468
tig00000001_pilon	NC_017960.1	99.630	1352	4	1	541783	543133	145043	143692	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	1429254	1430592	304561	303222	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	1241921	1243260	901478	902816	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1339	1	0	541790	543128	1731275	1729937	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	2045922	2047260	1737642	1736303	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	1974213	1975551	1736303	1737642	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	2045923	2047261	1831512	1830173	0.0	2468
tig00000001_pilon	NC_017960.1	99.925	1340	0	1	1974212	1975550	1830173	1831512	0.0	2468
tig00000001_pilon	NC_017960.1	99.777	1344	3	0	2150394	2151737	116388	117731	0.0	2466
tig00000001_pilon	NC_017960.1	99.851	1342	1	1	2136968	2138309	902816	901476	0.0	2466
tig00000001_pilon	NC_017960.1	99.851	1342	1	1	1033053	1034394	902816	901476	0.0	2466
tig00000001_pilon	NC_017960.1	99.925	1339	0	1	1429254	1430592	1699501	1698164	0.0	2466
tig00000001_pilon	NC_017960.1	99.851	1341	2	0	1974210	1975550	1727272	1728612	0.0	2466
tig00000001_pilon	NC_017960.1	99.925	1339	0	1	2150399	2151736	1737641	1736303	0.0	2466
tig00000001_pilon	NC_017960.1	99.925	1339	0	1	2052289	2053626	1830174	1831512	0.0	2466
tig00000001_pilon	NC_017960.1	99.851	1340	2	0	2045922	2047261	116392	117731	0.0	2464
tig00000001_pilon	NC_017960.1	99.851	1340	2	0	1974211	1975550	145036	143697	0.0	2464
tig00000001_pilon	NC_017960.1	99.777	1344	2	1	2045923	2047266	1157701	1159043	0.0	2464
tig00000001_pilon	NC_017960.1	99.925	1338	0	1	1784072	1785409	1699501	1698165	0.0	2464
tig00000001_pilon	NC_017960.1	99.777	1343	3	0	2150398	2151740	1728613	1727271	0.0	2464
tig00000001_pilon	NC_017960.1	99.777	1344	2	1	1429254	1430596	1729937	1731280	0.0	2464
tig00000001_pilon	NC_017960.1	99.703	1346	2	2	2052289	2053634	117730	116387	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	2045923	2047261	143697	145035	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	2150399	2151737	143697	145035	0.0	2462
tig00000001_pilon	NC_017960.1	99.195	1366	11	0	2002360	2003725	833305	831940	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	1974212	1975550	1159039	1157701	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	2150399	2151737	1157701	1159039	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	2045923	2047261	1728612	1727274	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1339	2	0	2043260	2044598	1731275	1729937	0.0	2462
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2052289	2053626	145034	143697	0.0	2460
tig00000001_pilon	NC_017960.1	99.776	1341	3	0	541790	543130	1159039	1157699	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2052289	2053626	1159038	1157701	0.0	2460
tig00000001_pilon	NC_017960.1	99.776	1341	3	0	2150399	2151739	1447217	1445877	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2045923	2047260	1447217	1445880	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	1974213	1975550	1445880	1447217	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2052289	2053626	1445880	1447217	0.0	2460
tig00000001_pilon	NC_017960.1	99.776	1341	3	0	1974213	1975553	1510885	1509545	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2052289	2053626	1510885	1509548	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2045923	2047260	1509548	1510885	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2150399	2151736	1509548	1510885	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	2052289	2053626	1727275	1728612	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1338	2	0	1784072	1785409	1729937	1731274	0.0	2460
tig00000001_pilon	NC_017960.1	99.851	1339	1	1	541791	543128	1736303	1737641	0.0	2460
tig00000001_pilon	NC_017960.1	99.776	1341	2	1	1974211	1975550	303221	304561	0.0	2459
tig00000001_pilon	NC_017960.1	99.702	1343	4	0	541788	543130	1445877	1447219	0.0	2459
tig00000001_pilon	NC_017960.1	99.702	1344	3	1	2043257	2044599	1830170	1831513	0.0	2459
tig00000001_pilon	NC_017960.1	99.776	1339	3	0	541790	543128	117731	116393	0.0	2457
tig00000001_pilon	NC_017960.1	99.776	1340	2	1	2150399	2151737	304561	303222	0.0	2457
tig00000001_pilon	NC_017960.1	99.776	1340	2	1	2045923	2047261	304561	303222	0.0	2457
tig00000001_pilon	NC_017960.1	99.776	1340	2	1	2045922	2047261	1699502	1698164	0.0	2457
tig00000001_pilon	NC_017960.1	99.702	1342	4	0	541787	543128	1727271	1728612	0.0	2457
tig00000001_pilon	NC_017960.1	99.776	1340	2	1	1429254	1430592	1831512	1830173	0.0	2457
tig00000001_pilon	NC_017960.1	99.628	1345	4	1	364935	366278	145036	143692	0.0	2455
tig00000001_pilon	NC_017960.1	99.776	1339	2	1	2052289	2053626	303223	304561	0.0	2455
